Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID2653,3,2021-02-16,9:07:12,0,Y,,64.0,3.06e-07,2
ID2654,2,2021-02-16,9:07:12,4,Y,,82.0,2.94e-07,2
ID2655,2,2021-02-16,10:04:48,3,Y,,50.0,1.99e-07,4
ID2656,7,2021-02-16,10:04:48,1,Y,,100.0,2.22e-07,4
ID2657,4,2021-02-16,10:23:31,0,Y,,26.0,4.14e-07,3
ID2658,1,2021-02-16,10:23:31,2,Y,,75.0,2.54e-07,2
ID2659,3,2021-02-16,10:30:43,4,Y,,26.0,3.88e-07,3
ID2660,1,2021-02-16,10:30:43,2,Y,,21.0,3.08e-07,3
ID2661,7,2021-02-16,10:30:43,0,Y,,53.0,3.1e-08,1
ID2662,3,2021-02-16,10:30:43,3,Y,,109.0,1.57e-07,3
ID2663,0,2021-02-16,11:06:43,3,Y,,108.0,3.64e-07,3
ID2664,7,2021-02-16,11:06:43,1,Y,,58.0,3.16e-07,5
ID2665,7,2021-02-16,11:12:29,2,Y,,14.0,3.51e-07,5
ID2666,6,2021-02-16,11:12:29,1,Y,,74.0,3.31e-07,4
ID2667,4,2021-02-16,11:18:14,1,N,,,,0
ID2668,4,2021-02-16,11:18:14,3,Y,,54.0,1.66e-07,5
ID2669,3,2021-02-16,11:26:53,3,Y,,18.0,2.23e-07,4
ID2670,5,2021-02-16,11:26:53,2,Y,,39.0,3.73e-07,3
ID2671,6,2021-02-16,12:10:05,2,Y,,31.0,1.97e-07,1
ID2672,2,2021-02-16,12:10:05,4,Y,,118.0,3e-07,3
ID2673,2,2021-02-16,12:50:24,2,N,,,,0
ID2674,5,2021-02-16,12:50:24,1,Y,,118.0,3.58e-07,3
ID2675,4,2021-02-16,13:03:22,2,Y,,69.0,2.17e-07,4
ID2676,3,2021-02-16,13:03:22,2,Y,,125.0,3.81e-07,5
ID2677,1,2021-02-16,14:26:53,3,Y,,47.0,1.61e-07,3
ID2678,5,2021-02-16,14:26:53,2,Y,,53.0,6.4e-08,1
ID2679,2,2021-02-16,14:48:29,3,Y,,55.0,2.77e-07,2
ID2680,6,2021-02-16,14:48:29,0,Y,,91.0,3.3e-07,2
ID2681,5,2021-02-16,14:54:14,4,Y,,37.0,3.23e-07,3
ID2682,4,2021-02-16,14:54:14,0,Y,,118.0,2.93e-07,4
ID2683,1,2021-02-16,15:07:12,4,Y,,37.0,3.36e-07,5
ID2684,0,2021-02-16,15:07:12,0,Y,,124.0,2.44e-07,4
ID2685,3,2021-02-16,15:20:10,4,Y,,105.0,9.5e-08,4
ID2686,2,2021-02-16,15:20:10,0,N,,,,0
ID2687,3,2021-02-16,15:34:34,4,Y,,36.0,2.07e-07,1
ID2688,6,2021-02-16,15:34:34,3,Y,,87.0,4.12e-07,4
ID2689,0,2021-02-16,16:04:48,4,Y,,98.0,3.02e-07,4
ID2690,1,2021-02-16,16:04:48,0,N,,,,0
ID2691,5,2021-02-16,16:14:53,2,Y,,37.0,1.71e-07,3
ID2692,4,2021-02-16,16:14:53,3,Y,,65.0,2.88e-07,1
ID2693,2,2021-02-16,16:24:58,1,Y,,117.0,3.87e-07,3
ID2694,1,2021-02-16,16:24:58,3,Y,,70.0,1.02e-07,4
ID2695,3,2021-02-16,16:29:17,3,N,,,,0
ID2696,0,2021-02-16,16:29:17,3,Y,,30.0,3.33e-07,3
ID2697,0,2021-02-16,16:32:10,4,N,,,,0
ID2698,4,2021-02-16,16:32:10,4,Y,,53.0,2.79e-07,3
ID2699,0,2021-02-16,17:12:29,3,Y,,69.0,3.11e-07,4
ID2700,7,2021-02-16,17:12:29,1,Y,,109.0,2.5e-07,1
ID2701,1,2021-02-16,17:28:19,4,Y,,17.0,4.2e-08,5
ID2702,6,2021-02-16,17:28:19,3,Y,,109.0,2.92e-07,4
ID2703,3,2021-02-16,17:31:12,1,Y,,50.0,3.46e-07,5
ID2704,0,2021-02-16,17:31:12,0,Y,,22.0,2.11e-07,3
ID2705,2,2021-02-16,17:45:36,1,Y,,100.0,1.55e-07,4
ID2706,7,2021-02-16,17:45:36,3,Y,,101.0,3.15e-07,3
ID2707,0,2021-02-16,17:52:48,2,Y,,15.0,1.69e-07,3
ID2708,2,2021-02-16,17:52:48,1,Y,,59.0,2.69e-07,5
ID2709,7,2021-02-17,9:01:26,1,Y,,93.0,1.95e-07,3
ID2710,0,2021-02-17,9:01:26,2,Y,,81.0,3.85e-07,4
ID2711,4,2021-02-17,9:17:17,0,Y,,20.0,1.31e-07,1
ID2712,3,2021-02-17,9:17:17,1,Y,,47.0,3.5e-08,3
ID2713,2,2021-02-17,9:23:02,0,Y,,17.0,1.82e-07,1
ID2714,7,2021-02-17,9:23:02,2,Y,,15.0,6.4e-08,3
ID2715,2,2021-02-17,9:34:34,4,Y,,94.0,3.7e-07,5
ID2716,6,2021-02-17,9:34:34,4,Y,,10.0,1.35e-07,5
ID2717,5,2021-02-17,9:53:17,0,Y,,96.0,2.52e-07,3
ID2718,5,2021-02-17,9:53:17,0,Y,,32.0,1.01e-07,4
ID2719,0,2021-02-17,9:59:02,3,Y,,36.0,3.02e-07,1
ID2720,6,2021-02-17,9:59:02,3,Y,,50.0,1.02e-07,5
ID2721,7,2021-02-17,10:03:22,2,N,,,,0
ID2722,6,2021-02-17,10:03:22,2,Y,,89.0,3.3e-08,2
ID2723,2,2021-02-17,10:36:29,1,N,,,,0
ID2724,5,2021-02-17,10:36:29,0,Y,,114.0,3.47e-07,5
ID2725,6,2021-02-17,10:43:41,3,Y,,44.0,3.91e-07,5
ID2726,5,2021-02-17,10:43:41,0,Y,,100.0,3.66e-07,5
ID2727,4,2021-02-17,11:24:00,2,N,,,,0
ID2728,4,2021-02-17,11:24:00,1,Y,,70.0,4.9e-08,4
ID2729,6,2021-02-17,11:24:00,1,Y,,16.0,2.43e-07,4
ID2730,0,2021-02-17,11:24:00,0,Y,,49.0,6.4e-08,4
ID2731,5,2021-02-17,11:28:19,3,Y,,96.0,3.48e-07,4
ID2732,3,2021-02-17,11:28:19,0,Y,,85.0,3.36e-07,4
ID2733,6,2021-02-17,11:42:43,1,Y,,65.0,3.29e-07,2
ID2734,6,2021-02-17,11:42:43,2,Y,,67.0,3e-08,4
ID2735,3,2021-02-17,12:05:46,2,Y,,50.0,6.9e-08,4
ID2736,0,2021-02-17,12:05:46,3,N,,,,0
ID2737,2,2021-02-17,12:10:05,1,Y,,79.0,2.02e-07,3
ID2738,3,2021-02-17,12:10:05,4,Y,,107.0,2.33e-07,4
ID2739,6,2021-02-17,12:11:31,1,Y,,52.0,2.9e-07,1
ID2740,4,2021-02-17,12:11:31,3,Y,,104.0,3.85e-07,1
ID2741,5,2021-02-17,12:17:17,0,N,,,,0
ID2742,4,2021-02-17,12:17:17,1,Y,,63.0,5.4e-08,1
ID2743,0,2021-02-17,13:03:22,4,Y,,79.0,2.31e-07,4
ID2744,3,2021-02-17,13:03:22,3,Y,,21.0,3.91e-07,3
ID2745,0,2021-02-17,13:24:58,4,Y,,93.0,3.36e-07,3
ID2746,5,2021-02-17,13:24:58,3,Y,,72.0,1.72e-07,4
ID2747,3,2021-02-17,13:36:29,0,Y,,84.0,2.72e-07,3
ID2748,7,2021-02-17,13:36:29,0,N,,,,0
ID2749,4,2021-02-17,14:19:41,0,Y,,45.0,1.24e-07,3
ID2750,7,2021-02-17,14:19:41,3,N,,,,0
ID2751,1,2021-02-17,14:29:46,3,Y,,49.0,8.1e-08,4
ID2752,0,2021-02-17,14:29:46,0,Y,,110.0,3.66e-07,4
ID2753,2,2021-02-17,14:32:38,4,Y,,58.0,1.33e-07,3
ID2754,5,2021-02-17,14:32:38,1,Y,,35.0,3.73e-07,4
ID2755,1,2021-02-17,15:02:53,2,Y,,105.0,7e-08,4
ID2756,2,2021-02-17,15:02:53,2,Y,,99.0,1.32e-07,3
ID2757,5,2021-02-17,15:10:05,1,Y,,53.0,2.42e-07,2
ID2758,3,2021-02-17,15:10:05,1,Y,,50.0,4.02e-07,4
ID2759,4,2021-02-17,15:46:05,1,Y,,114.0,1.52e-07,4
ID2760,7,2021-02-17,15:46:05,4,N,,,,0
ID2761,2,2021-02-17,16:06:14,2,N,,,,0
ID2762,1,2021-02-17,16:06:14,2,Y,,87.0,1.5e-07,4
ID2763,4,2021-02-17,16:14:53,2,Y,,55.0,6.7e-08,5
ID2764,6,2021-02-17,16:14:53,0,Y,,97.0,3.54e-07,4
ID2765,6,2021-02-17,16:27:50,2,Y,,12.0,2.68e-07,3
ID2766,3,2021-02-17,16:27:50,3,N,,,,0
ID2767,7,2021-02-17,16:36:29,0,Y,,79.0,1.81e-07,5
ID2768,6,2021-02-17,16:36:29,4,Y,,11.0,3.83e-07,3
ID2769,7,2021-02-17,17:11:02,2,Y,,69.0,3.9e-08,4
ID2770,4,2021-02-17,17:11:02,0,N,,,,0
ID2771,6,2021-02-17,17:12:29,4,N,,,,0
ID2772,4,2021-02-17,17:12:29,0,Y,,123.0,1.08e-07,3
ID2773,5,2021-02-17,17:44:10,0,N,,,,0
ID2774,6,2021-02-17,17:44:10,0,Y,,48.0,2.14e-07,4
ID2775,5,2021-02-17,17:54:14,1,Y,,78.0,4.17e-07,3
ID2776,5,2021-02-17,17:54:14,4,Y,,109.0,2.44e-07,3
ID2777,1,2021-02-18,9:23:02,4,Y,,61.0,3.54e-07,5
ID2778,3,2021-02-18,9:23:02,2,Y,,86.0,9.7e-08,2
ID2779,3,2021-02-18,9:43:12,0,Y,,74.0,4.12e-07,4
ID2780,2,2021-02-18,9:43:12,2,Y,,125.0,2.93e-07,3
ID2781,0,2021-02-18,10:00:29,1,Y,,64.0,3.69e-07,2
ID2782,5,2021-02-18,10:00:29,3,Y,,63.0,1.26e-07,3
ID2783,3,2021-02-18,10:13:26,0,Y,,46.0,3.96e-07,4
ID2784,3,2021-02-18,10:13:26,0,Y,,63.0,2.55e-07,3
ID2785,5,2021-02-18,10:16:19,1,Y,,96.0,4.7e-08,4
ID2786,1,2021-02-18,10:16:19,3,Y,,37.0,2.65e-07,3
ID2787,1,2021-02-18,10:33:36,1,Y,,73.0,2.04e-07,4
ID2788,2,2021-02-18,10:33:36,2,Y,,111.0,1.38e-07,4
ID2789,5,2021-02-18,10:37:55,2,N,,,,0
ID2790,5,2021-02-18,10:37:55,3,Y,,79.0,1.88e-07,2
ID2791,3,2021-02-18,10:56:38,0,N,,,,0
ID2792,1,2021-02-18,10:56:38,0,Y,,32.0,3.36e-07,3
ID2793,1,2021-02-18,11:18:14,1,Y,,60.0,2.9e-07,3
ID2794,1,2021-02-18,11:18:14,2,Y,,25.0,3.31e-07,3
ID2795,4,2021-02-18,11:18:14,2,Y,,72.0,2.51e-07,4
ID2796,1,2021-02-18,11:18:14,4,Y,,82.0,6.7e-08,3
ID2797,4,2021-02-18,11:25:26,2,N,,,,0
ID2798,2,2021-02-18,11:25:26,0,Y,,104.0,4.04e-07,4
ID2799,7,2021-02-18,11:34:05,4,N,,,,0
ID2800,0,2021-02-18,11:34:05,4,Y,,102.0,1.44e-07,5
ID2801,1,2021-02-18,11:38:24,3,N,,,,0
ID2802,1,2021-02-18,11:38:24,4,N,,,,0
ID2803,6,2021-02-18,13:04:48,3,Y,,86.0,9.5e-08,3
ID2804,0,2021-02-18,13:04:48,4,Y,,93.0,3.64e-07,2
ID2805,7,2021-02-18,13:33:36,0,N,,,,0
ID2806,4,2021-02-18,13:33:36,3,N,,,,0
ID2807,1,2021-02-18,13:37:55,4,Y,,39.0,2.53e-07,2
ID2808,7,2021-02-18,13:37:55,0,Y,,119.0,4.6e-08,4
ID2809,6,2021-02-18,13:45:07,1,N,,,,0
ID2810,7,2021-02-18,13:45:07,4,Y,,71.0,4.2e-08,3
ID2811,5,2021-02-18,13:48:00,3,Y,,111.0,4.14e-07,1
ID2812,6,2021-02-18,13:48:00,3,Y,,120.0,2.4e-07,1
ID2813,5,2021-02-18,14:47:02,4,N,,,,0
ID2814,2,2021-02-18,14:47:02,0,Y,,81.0,1.82e-07,5
ID2815,4,2021-02-18,14:52:48,2,N,,,,0
ID2816,6,2021-02-18,14:52:48,3,Y,,40.0,1.43e-07,1
ID2817,1,2021-02-18,15:15:50,0,Y,,114.0,1.79e-07,5
ID2818,4,2021-02-18,15:15:50,1,N,,,,0
ID2819,4,2021-02-18,16:00:29,2,N,,,,0
ID2820,4,2021-02-18,16:00:29,1,Y,,29.0,4.8e-08,4
ID2821,4,2021-02-18,16:03:22,4,Y,,56.0,3.9e-07,3
ID2822,2,2021-02-18,16:03:22,4,Y,,58.0,1.65e-07,4
ID2823,6,2021-02-18,16:58:05,4,Y,,68.0,1.82e-07,5
ID2824,4,2021-02-18,16:58:05,0,Y,,114.0,6.5e-08,3
ID2825,3,2021-02-18,16:59:31,4,Y,,11.0,1.88e-07,3
ID2826,0,2021-02-18,16:59:31,3,Y,,46.0,1.03e-07,3
ID2827,4,2021-02-19,9:01:26,0,Y,,78.0,4.06e-07,4
ID2828,5,2021-02-19,9:01:26,2,N,,,,0
ID2829,5,2021-02-19,9:17:17,0,Y,,53.0,3.01e-07,3
ID2830,4,2021-02-19,9:17:17,2,Y,,37.0,2.01e-07,1
ID2831,2,2021-02-19,9:18:43,3,Y,,111.0,2.2e-07,4
ID2832,1,2021-02-19,9:18:43,1,Y,,14.0,5.4e-08,5
ID2833,2,2021-02-19,9:25:55,3,Y,,82.0,1.68e-07,3
ID2834,7,2021-02-19,9:25:55,1,N,,,,0
ID2835,1,2021-02-19,10:46:34,2,N,,,,0
ID2836,4,2021-02-19,10:46:34,0,N,,,,0
ID2837,7,2021-02-19,11:22:34,1,Y,,69.0,2.94e-07,3
ID2838,2,2021-02-19,11:22:34,3,Y,,21.0,4.14e-07,3
ID2839,0,2021-02-19,11:42:43,2,Y,,113.0,4.1e-08,2
ID2840,6,2021-02-19,11:42:43,3,Y,,34.0,2.11e-07,3
ID2841,4,2021-02-19,11:54:14,2,Y,,26.0,4e-08,3
ID2842,4,2021-02-19,11:54:14,0,Y,,76.0,3.2e-07,3
ID2843,2,2021-02-19,12:15:50,0,N,,,,0
ID2844,6,2021-02-19,12:15:50,2,N,,,,0
ID2845,4,2021-02-19,13:29:17,4,Y,,63.0,2.27e-07,1
ID2846,7,2021-02-19,13:29:17,0,Y,,80.0,2.48e-07,3
ID2847,4,2021-02-19,13:32:10,0,Y,,36.0,3.77e-07,1
ID2848,2,2021-02-19,13:32:10,0,Y,,22.0,1.15e-07,5
ID2849,7,2021-02-19,13:45:07,3,Y,,80.0,2.67e-07,2
ID2850,4,2021-02-19,13:45:07,4,Y,,109.0,4.4e-08,1
ID2851,7,2021-02-19,14:22:34,4,Y,,80.0,3.38e-07,3
ID2852,5,2021-02-19,14:22:34,0,Y,,108.0,2.87e-07,4
ID2853,0,2021-02-19,14:26:53,1,Y,,10.0,3.44e-07,4
ID2854,3,2021-02-19,14:26:53,4,N,,,,0
ID2855,6,2021-02-19,14:45:36,4,Y,,115.0,1.58e-07,3
ID2856,0,2021-02-19,14:45:36,0,Y,,79.0,2.71e-07,3
ID2857,7,2021-02-19,14:52:48,0,Y,,109.0,3.9e-08,2
ID2858,4,2021-02-19,14:52:48,1,Y,,12.0,3.15e-07,4
ID2859,5,2021-02-19,15:02:53,3,Y,,87.0,1.34e-07,3
ID2860,7,2021-02-19,15:02:53,0,Y,,55.0,3.4e-07,3
ID2861,5,2021-02-19,15:33:07,2,Y,,109.0,3.35e-07,4
ID2862,0,2021-02-19,15:33:07,1,N,,,,0
ID2863,2,2021-02-19,15:33:07,2,N,,,,0
ID2864,0,2021-02-19,15:33:07,2,Y,,12.0,6.9e-08,4
ID2865,6,2021-02-19,16:04:48,2,Y,,71.0,1.71e-07,5
ID2866,1,2021-02-19,16:04:48,4,N,,,,0
ID2867,7,2021-02-19,16:26:24,3,Y,,104.0,3.89e-07,4
ID2868,7,2021-02-19,16:26:24,2,Y,,110.0,1.13e-07,1
ID2869,6,2021-02-19,17:21:07,3,Y,,108.0,1.64e-07,1
ID2870,1,2021-02-19,17:21:07,4,Y,,88.0,5.5e-08,1
ID2871,7,2021-02-19,17:29:46,1,N,,,,0
ID2872,5,2021-02-19,17:29:46,0,Y,,32.0,3.68e-07,1
ID2873,2,2021-02-19,17:38:24,1,Y,,37.0,3.73e-07,4
ID2874,3,2021-02-19,17:38:24,2,Y,,58.0,2.05e-07,5
ID2875,3,2021-02-20,9:24:29,1,Y,,61.0,2.46e-07,4
ID2876,4,2021-02-20,9:24:29,1,Y,,39.0,1.05e-07,1
ID2877,5,2021-02-20,9:33:07,1,Y,,39.0,3.41e-07,4
ID2878,2,2021-02-20,9:33:07,3,Y,,53.0,1.07e-07,5
ID2879,5,2021-02-20,10:01:55,1,N,,,,0
ID2880,7,2021-02-20,10:01:55,3,Y,,64.0,3.11e-07,4
ID2881,5,2021-02-20,10:10:34,4,Y,,77.0,2.2e-07,3
ID2882,1,2021-02-20,10:10:34,1,Y,,20.0,4.9e-08,1
ID2883,6,2021-02-20,10:24:58,1,N,,,,0
ID2884,5,2021-02-20,10:24:58,0,N,,,,0
ID2885,1,2021-02-20,10:50:53,0,Y,,26.0,3.73e-07,5
ID2886,2,2021-02-20,10:50:53,4,Y,,33.0,2.99e-07,3
ID2887,4,2021-02-20,11:00:58,0,N,,,,0
ID2888,0,2021-02-20,11:00:58,1,Y,,122.0,1.28e-07,3
ID2889,6,2021-02-20,11:11:02,1,N,,,,0
ID2890,6,2021-02-20,11:11:02,2,Y,,75.0,2.26e-07,3
ID2891,6,2021-02-20,11:21:07,0,Y,,27.0,9.9e-08,4
ID2892,2,2021-02-20,11:21:07,1,Y,,37.0,3.48e-07,3
ID2893,2,2021-02-20,11:34:05,0,Y,,24.0,1.45e-07,3
ID2894,0,2021-02-20,11:34:05,3,Y,,70.0,3.22e-07,1
ID2895,0,2021-02-20,11:41:17,4,Y,,117.0,1.14e-07,4
ID2896,2,2021-02-20,11:41:17,2,Y,,15.0,2.77e-07,1
ID2897,3,2021-02-20,11:54:14,3,Y,,20.0,2.15e-07,3
ID2898,1,2021-02-20,11:54:14,3,Y,,36.0,2.56e-07,2
ID2899,2,2021-02-20,12:02:53,4,Y,,63.0,2.87e-07,1
ID2900,0,2021-02-20,12:02:53,2,Y,,20.0,3.82e-07,3
ID2901,1,2021-02-20,12:10:05,1,Y,,115.0,3.35e-07,4
ID2902,5,2021-02-20,12:10:05,1,N,,,,0
ID2903,1,2021-02-20,12:25:55,4,Y,,95.0,2.98e-07,3
ID2904,0,2021-02-20,12:25:55,2,Y,,114.0,1.87e-07,4
ID2905,6,2021-02-20,12:46:05,1,Y,,71.0,1.21e-07,4
ID2906,7,2021-02-20,12:46:05,2,Y,,44.0,3.62e-07,1
ID2907,3,2021-02-20,12:51:50,4,N,,,,0
ID2908,0,2021-02-20,12:51:50,4,N,,,,0
ID2909,7,2021-02-20,13:35:02,2,Y,,24.0,1.14e-07,3
ID2910,3,2021-02-20,13:35:02,3,N,,,,0
ID2911,1,2021-02-20,13:56:38,1,Y,,70.0,1.79e-07,3
ID2912,4,2021-02-20,13:56:38,3,N,,,,0
ID2913,1,2021-02-20,14:13:55,0,Y,,33.0,4e-08,1
ID2914,2,2021-02-20,14:13:55,1,N,,,,0
ID2915,3,2021-02-20,14:28:19,0,Y,,15.0,3.32e-07,1
ID2916,5,2021-02-20,14:28:19,3,Y,,103.0,2.96e-07,4
ID2917,6,2021-02-20,15:07:12,1,Y,,61.0,3.5e-07,5
ID2918,3,2021-02-20,15:07:12,0,N,,,,0
ID2919,3,2021-02-20,15:11:31,1,Y,,32.0,8.5e-08,4
ID2920,1,2021-02-20,15:11:31,0,Y,,33.0,1.02e-07,4
ID2921,0,2021-02-20,15:12:58,2,Y,,30.0,3.5e-07,3
ID2922,7,2021-02-20,15:12:58,3,Y,,36.0,3.26e-07,4
ID2923,1,2021-02-20,15:21:36,4,Y,,16.0,2.6e-07,4
ID2924,7,2021-02-20,15:21:36,4,Y,,60.0,2.67e-07,3
ID2925,7,2021-02-20,15:53:17,4,N,,,,0
ID2926,7,2021-02-20,15:53:17,1,Y,,42.0,2.96e-07,4
ID2927,1,2021-02-20,16:00:29,1,Y,,58.0,3.41e-07,1
ID2928,3,2021-02-20,16:00:29,2,Y,,44.0,1.38e-07,1
ID2929,6,2021-02-20,16:10:34,3,Y,,72.0,1.53e-07,1
ID2930,7,2021-02-20,16:10:34,3,Y,,13.0,2.37e-07,4
ID2931,4,2021-02-20,16:14:53,3,Y,,113.0,2.11e-07,4
ID2932,5,2021-02-20,16:14:53,3,N,,,,0
ID2933,3,2021-02-20,16:16:19,1,Y,,51.0,3.9e-07,4
ID2934,3,2021-02-20,16:16:19,1,Y,,85.0,3.14e-07,1
ID2935,7,2021-02-20,16:32:10,2,Y,,27.0,3.84e-07,4
ID2936,1,2021-02-20,16:32:10,1,Y,,75.0,2.05e-07,3
ID2937,4,2021-02-20,16:52:19,1,Y,,63.0,3.33e-07,2
ID2938,1,2021-02-20,16:52:19,0,N,,,,0
ID2939,2,2021-02-20,17:25:26,2,Y,,22.0,5.1e-08,3
ID2940,0,2021-02-20,17:25:26,1,N,,,,0
ID2941,7,2021-02-20,17:57:07,0,Y,,106.0,2.25e-07,3
ID2942,3,2021-02-20,17:57:07,3,Y,,86.0,1.6e-07,4
ID2943,7,2021-02-21,9:57:36,1,Y,,55.0,3.64e-07,3
ID2944,6,2021-02-21,9:57:36,0,Y,,74.0,4.06e-07,2
ID2945,7,2021-02-21,10:12:00,0,Y,,53.0,3.8e-07,5
ID2946,5,2021-02-21,10:12:00,4,Y,,115.0,1.25e-07,3
ID2947,4,2021-02-21,10:22:05,0,Y,,29.0,9e-08,4
ID2948,5,2021-02-21,10:22:05,2,Y,,16.0,1.3e-07,4
ID2949,6,2021-02-21,11:06:43,4,Y,,26.0,2.25e-07,3
ID2950,0,2021-02-21,11:06:43,4,Y,,71.0,2.29e-07,1
ID2951,5,2021-02-21,11:08:10,3,Y,,109.0,2.71e-07,4
ID2952,5,2021-02-21,11:08:10,4,Y,,102.0,2.3e-07,5
ID2953,5,2021-02-21,11:12:29,2,Y,,115.0,3.7e-08,4
ID2954,2,2021-02-21,11:12:29,4,Y,,48.0,1.47e-07,4
ID2955,1,2021-02-21,11:35:31,3,Y,,41.0,2.67e-07,5
ID2956,3,2021-02-21,11:35:31,4,Y,,97.0,1.9e-07,4
ID2957,6,2021-02-21,11:42:43,2,Y,,39.0,2.02e-07,3
ID2958,0,2021-02-21,11:42:43,0,N,,,,0
ID2959,4,2021-02-21,11:54:14,2,Y,,73.0,7.3e-08,3
ID2960,1,2021-02-21,11:54:14,1,Y,,25.0,6.6e-08,1
ID2961,0,2021-02-21,12:21:36,3,Y,,84.0,2.29e-07,3
ID2962,0,2021-02-21,12:21:36,4,Y,,99.0,1.55e-07,5
ID2963,4,2021-02-21,12:25:55,3,Y,,108.0,3.28e-07,3
ID2964,3,2021-02-21,12:25:55,2,Y,,80.0,1.37e-07,4
ID2965,0,2021-02-21,12:57:36,2,Y,,77.0,7.5e-08,4
ID2966,7,2021-02-21,12:57:36,0,Y,,14.0,9.1e-08,5
ID2967,7,2021-02-21,13:14:53,4,Y,,69.0,3.1e-07,5
ID2968,4,2021-02-21,13:14:53,1,Y,,91.0,5.3e-08,3
ID2969,3,2021-02-21,13:35:02,2,N,,,,0
ID2970,0,2021-02-21,13:35:02,2,Y,,125.0,1.89e-07,1
ID2971,0,2021-02-21,13:56:38,3,Y,,25.0,3.6e-07,4
ID2972,1,2021-02-21,13:56:38,2,Y,,60.0,2.85e-07,4
ID2973,0,2021-02-21,13:59:31,4,Y,,97.0,2.8e-07,3
ID2974,1,2021-02-21,13:59:31,0,Y,,41.0,2.96e-07,1
ID2975,7,2021-02-21,14:29:46,2,N,,,,0
ID2976,3,2021-02-21,14:29:46,3,Y,,47.0,4.19e-07,4
ID2977,0,2021-02-21,14:47:02,1,N,,,,0
ID2978,4,2021-02-21,14:47:02,3,Y,,82.0,3.94e-07,5
ID2979,3,2021-02-21,14:58:34,0,Y,,94.0,2.83e-07,4
ID2980,0,2021-02-21,14:58:34,1,Y,,43.0,2.83e-07,4
ID2981,7,2021-02-21,15:10:05,4,Y,,27.0,2.47e-07,1
ID2982,5,2021-02-21,15:10:05,4,Y,,15.0,1.71e-07,3
ID2983,4,2021-02-21,15:44:38,4,Y,,21.0,8.2e-08,4
ID2984,1,2021-02-21,15:44:38,4,Y,,30.0,1.06e-07,5
ID2985,2,2021-02-21,15:46:05,0,Y,,106.0,1.3e-07,1
ID2986,4,2021-02-21,15:46:05,0,Y,,56.0,3.21e-07,3
ID2987,1,2021-02-21,16:23:31,2,Y,,100.0,3.93e-07,5
ID2988,2,2021-02-21,16:23:31,3,Y,,48.0,3.46e-07,3
ID2989,4,2021-02-21,16:59:31,3,Y,,74.0,2.17e-07,5
ID2990,7,2021-02-21,16:59:31,0,Y,,100.0,2.4e-07,1
ID2991,2,2021-02-21,17:19:41,2,Y,,90.0,1.63e-07,3
ID2992,0,2021-02-21,17:19:41,4,N,,,,0
ID2993,1,2021-02-21,17:21:07,2,Y,,43.0,3.8e-07,5
ID2994,5,2021-02-21,17:21:07,2,Y,,68.0,3.13e-07,4
ID2995,4,2021-02-21,17:49:55,3,N,,,,0
ID2996,2,2021-02-21,17:49:55,0,Y,,65.0,3.18e-07,1
ID2997,3,2021-02-22,9:04:19,0,Y,,125.0,1.18e-07,5
ID2998,5,2021-02-22,9:04:19,0,Y,,62.0,3.13e-07,4
ID2999,4,2021-02-22,9:44:38,2,Y,,24.0,1.3e-07,3
ID3000,0,2021-02-22,9:44:38,3,N,,,,0
ID3001,4,2021-02-22,11:12:29,3,Y,,41.0,1.37e-07,4
ID3002,0,2021-02-22,11:12:29,3,Y,,81.0,1.13e-07,3
ID3003,2,2021-02-22,11:13:55,4,Y,,21.0,3.28e-07,5
ID3004,5,2021-02-22,11:13:55,0,N,,,,0
ID3005,4,2021-02-22,11:29:46,3,N,,,,0
ID3006,4,2021-02-22,11:29:46,1,Y,,42.0,2.68e-07,4
ID3007,3,2021-02-22,11:58:34,3,Y,,79.0,3.21e-07,5
ID3008,3,2021-02-22,11:58:34,4,Y,,120.0,2.93e-07,4
ID3009,1,2021-02-22,12:04:19,0,Y,,10.0,1.54e-07,4
ID3010,4,2021-02-22,12:04:19,3,Y,,21.0,3.05e-07,1
ID3011,2,2021-02-22,13:01:55,4,Y,,16.0,2.15e-07,5
ID3012,5,2021-02-22,13:01:55,2,Y,,34.0,3.79e-07,5
ID3013,2,2021-02-22,13:19:12,1,Y,,116.0,4.13e-07,1
ID3014,3,2021-02-22,13:19:12,0,Y,,28.0,3.85e-07,2
ID3015,6,2021-02-22,13:30:43,4,Y,,75.0,1.53e-07,3
ID3016,6,2021-02-22,13:30:43,2,N,,,,0
ID3017,5,2021-02-22,14:06:43,2,Y,,29.0,2.14e-07,2
ID3018,4,2021-02-22,14:06:43,4,N,,,,0
ID3019,0,2021-02-22,14:32:38,4,N,,,,0
ID3020,1,2021-02-22,14:32:38,4,Y,,118.0,1.31e-07,4
ID3021,1,2021-02-22,14:32:38,0,Y,,87.0,3.04e-07,3
ID3022,2,2021-02-22,14:32:38,3,Y,,100.0,4.05e-07,3
ID3023,0,2021-02-22,15:12:58,0,Y,,114.0,3.05e-07,2
ID3024,7,2021-02-22,15:12:58,4,Y,,69.0,3.5e-08,4
ID3025,4,2021-02-22,15:18:43,0,Y,,112.0,1.19e-07,3
ID3026,1,2021-02-22,15:18:43,4,N,,,,0
ID3027,7,2021-02-22,15:37:26,3,Y,,48.0,1.14e-07,3
ID3028,0,2021-02-22,15:37:26,2,Y,,92.0,8.6e-08,2
